Store,Handbag Type,Color,Material,Size,Manufacturing City,Lead Time (Days),Shipping Time (Days),Total Lead Time (Days),Season,Base Demand,Adjusted Demand,Stock Level,Overfill/Underfill
El Palacio de Hierro (Santa Fe),Kira Chevron Tote,Multi,Pebbled Leather,Small,Shenzhen,45,16,61,Fall,197,216,154,-62
South Coast Plaza,Robinson Tote,Pink,Coated Canvas,Mini,Shenzhen,40,15,55,Fall,268,294,332,38
El Palacio de Hierro (Santa Fe),Gemini Link Tote,Black,Canvas,Mini,Shenzhen,36,18,54,Winter,123,98,116,18
Aventura Mall,Robinson Tote,Green,Jacquard,Mini,Da Nang,46,18,64,Spring,244,292,113,-179
Pacific Centre,Britten Tote,White,Pebbled Leather,Large,Ho Chi Minh City,33,16,49,Fall,64,70,34,-36
The Galleria,Perry Tote,Brown,Leather,Small,Da Nang,38,15,53,Fall,207,227,4,-223
Westfield World Trade Center,Robinson Tote,Metallic,Jacquard,Medium,Hanoi,36,18,54,Winter,168,134,178,44
Yorkdale Shopping Centre,T Monogram Tote,Multi,Pebbled Leather,Large,Hanoi,37,14,51,Spring,51,61,12,-49
Bal Harbour Shops,Perry Tote,Pink,Coated Canvas,Mini,Guangzhou,49,18,67,Fall,54,59,16,-43
South Coast Plaza,T Monogram Tote,Beige,Pebbled Leather,Mini,Da Nang,43,17,60,Spring,249,298,107,-191
Yorkdale Shopping Centre,Perry Tote,Red,Jacquard,Large,Hanoi,49,16,65,Summer,157,157,36,-121
El Palacio de Hierro (Santa Fe),Ella Tote,Red,Leather,Small,Da Nang,50,18,68,Spring,83,99,58,-41
NorthPark Center,Ella Tote,Yellow,Canvas,Small,Hanoi,45,16,61,Fall,195,214,189,-25
South Coast Plaza,Britten Tote,Brown,Leather,Mini,Guangzhou,46,14,60,Fall,103,113,59,-54
Aventura Mall,Kira Chevron Tote,Pink,Coated Canvas,Small,Shenzhen,42,14,56,Fall,135,148,75,-73
Soho,T Monogram Tote,Beige,Pebbled Leather,Small,Guangzhou,32,15,47,Spring,140,168,68,-100
Westfield World Trade Center,Kira Chevron Tote,Metallic,Leather,Mini,Hanoi,43,18,61,Summer,279,279,188,-91
Westfield World Trade Center,Perry Tote,Pink,Pebbled Leather,Mini,Ho Chi Minh City,37,17,54,Fall,154,169,137,-32
Yorkdale Shopping Centre,Perry Tote,Beige,Pebbled Leather,Medium,Ho Chi Minh City,44,14,58,Fall,272,299,125,-174
Bal Harbour Shops,Gemini Link Tote,White,Coated Canvas,Medium,Shenzhen,34,15,49,Summer,166,166,74,-92
The Galleria,Gemini Link Tote,Red,Canvas,Small,Da Nang,37,14,51,Winter,285,228,1,-227
Bal Harbour Shops,Gemini Link Tote,Pink,Pebbled Leather,Small,Hanoi,42,18,60,Spring,167,200,18,-182
San Francisco Centre,Robinson Tote,Black,Leather,Mini,Ho Chi Minh City,42,16,58,Fall,183,201,156,-45
Madison Avenue,T Monogram Tote,Gray,Canvas,Mini,Guangzhou,43,14,57,Fall,211,232,64,-168
Pacific Centre,Ella Tote,Beige,Jacquard,Small,Da Nang,30,17,47,Summer,77,77,126,49
Rodeo Drive,Robinson Tote,Blue,Coated Canvas,Small,Hanoi,34,16,50,Spring,142,170,182,12
NorthPark Center,McGraw Tote,White,Canvas,Mini,Ho Chi Minh City,46,14,60,Spring,107,128,169,41
Westfield World Trade Center,Britten Tote,Metallic,Leather,Small,Guangzhou,50,18,68,Fall,86,94,48,-46
South Coast Plaza,Britten Tote,Pink,Pebbled Leather,Medium,Guangzhou,31,17,48,Summer,259,259,30,-229
Soho,Britten Tote,Multi,Leather,Large,Ho Chi Minh City,46,15,61,Summer,50,50,94,44
South Coast Plaza,T Monogram Tote,Metallic,Jacquard,Mini,Hanoi,42,16,58,Summer,292,292,224,-68
Pacific Centre,Britten Tote,Green,Leather,Mini,Shenzhen,33,17,50,Summer,238,238,35,-203
Bal Harbour Shops,Ella Tote,Red,Leather,Mini,Shenzhen,46,15,61,Summer,112,112,19,-93
Madison Avenue,Perry Tote,Yellow,Pebbled Leather,Medium,Shenzhen,47,18,65,Fall,90,99,140,41
The Galleria,Gemini Link Tote,Multi,Canvas,Large,Ho Chi Minh City,32,17,49,Summer,204,204,244,40
Aventura Mall,Robinson Tote,White,Pebbled Leather,Mini,Shenzhen,40,14,54,Winter,238,190,142,-48
Rodeo Drive,Britten Tote,Yellow,Canvas,Small,Da Nang,36,14,50,Winter,296,236,73,-163
El Palacio de Hierro (Santa Fe),T Monogram Tote,Purple,Canvas,Medium,Hanoi,30,16,46,Fall,197,216,197,-19
Rodeo Drive,Ella Tote,Pink,Jacquard,Mini,Guangzhou,30,15,45,Fall,136,149,148,-1
Westfield World Trade Center,McGraw Tote,Metallic,Leather,Small,Da Nang,34,18,52,Spring,83,99,133,34
Bal Harbour Shops,McGraw Tote,Black,Pebbled Leather,Medium,Hanoi,39,18,57,Spring,226,271,39,-232
Oak Street,T Monogram Tote,Blue,Canvas,Small,Ho Chi Minh City,38,18,56,Summer,85,85,111,26
Westfield World Trade Center,Kira Chevron Tote,Multi,Pebbled Leather,Small,Shenzhen,50,18,68,Summer,281,281,180,-101
Madison Avenue,Robinson Tote,Beige,Pebbled Leather,Mini,Ho Chi Minh City,42,18,60,Fall,169,185,233,48
Madison Avenue,McGraw Tote,White,Coated Canvas,Large,Da Nang,37,18,55,Summer,83,83,4,-79
Oak Street,Gemini Link Tote,Brown,Leather,Small,Da Nang,44,14,58,Spring,122,146,97,-49
El Palacio de Hierro (Polanco),Gemini Link Tote,Multi,Pebbled Leather,Mini,Ho Chi Minh City,38,14,52,Winter,234,187,170,-17
Yorkdale Shopping Centre,Kira Chevron Tote,Yellow,Coated Canvas,Mini,Guangzhou,47,18,65,Spring,54,64,79,15
El Palacio de Hierro (Santa Fe),McGraw Tote,Blue,Canvas,Small,Da Nang,34,17,51,Fall,81,89,29,-60
El Palacio de Hierro (Polanco),Britten Tote,Brown,Jacquard,Small,Hanoi,47,17,64,Spring,129,154,192,38
Pacific Centre,Britten Tote,Yellow,Pebbled Leather,Large,Da Nang,43,16,59,Spring,183,219,11,-208
The Galleria,Britten Tote,Gray,Jacquard,Large,Shenzhen,46,14,60,Spring,107,128,112,-16
Westfield World Trade Center,Kira Chevron Tote,Pink,Coated Canvas,Small,Ho Chi Minh City,39,15,54,Spring,227,272,157,-115
The Galleria,Ella Tote,White,Jacquard,Small,Ho Chi Minh City,36,15,51,Summer,288,288,317,29
Bal Harbour Shops,Perry Tote,Gray,Pebbled Leather,Mini,Da Nang,40,18,58,Spring,137,164,7,-157
El Palacio de Hierro (Santa Fe),Gemini Link Tote,Gray,Leather,Mini,Ho Chi Minh City,34,17,51,Winter,122,97,1,-96
Pacific Centre,Ella Tote,Green,Coated Canvas,Medium,Hanoi,49,15,64,Summer,74,74,34,-40
Soho,Perry Tote,White,Jacquard,Small,Ho Chi Minh City,38,17,55,Summer,273,273,150,-123
Aventura Mall,Robinson Tote,Blue,Canvas,Mini,Da Nang,45,18,63,Winter,153,122,124,2
Yorkdale Shopping Centre,Gemini Link Tote,Purple,Leather,Large,Shenzhen,39,17,56,Winter,292,233,234,1
The Galleria,Perry Tote,Red,Pebbled Leather,Large,Ho Chi Minh City,42,14,56,Spring,205,246,252,6
Yorkdale Shopping Centre,T Monogram Tote,Pink,Jacquard,Mini,Ho Chi Minh City,43,16,59,Fall,107,117,89,-28
Oak Street,T Monogram Tote,Red,Leather,Small,Ho Chi Minh City,47,15,62,Fall,141,155,68,-87
Westfield World Trade Center,Kira Chevron Tote,Blue,Jacquard,Large,Da Nang,31,14,45,Winter,281,224,147,-77
Oak Street,Gemini Link Tote,Gray,Canvas,Mini,Hanoi,37,15,52,Spring,247,296,238,-58
Rodeo Drive,Ella Tote,Pink,Leather,Mini,Shenzhen,47,14,61,Spring,290,348,272,-76
Pacific Centre,Kira Chevron Tote,Gray,Jacquard,Medium,Ho Chi Minh City,48,15,63,Summer,224,224,107,-117
Pacific Centre,T Monogram Tote,Purple,Jacquard,Small,Da Nang,35,16,51,Spring,80,96,118,22
Rodeo Drive,Ella Tote,Pink,Canvas,Medium,Guangzhou,33,14,47,Winter,106,84,112,28
Rodeo Drive,Gemini Link Tote,Black,Canvas,Small,Guangzhou,43,17,60,Winter,62,49,82,33
Yorkdale Shopping Centre,McGraw Tote,Metallic,Pebbled Leather,Small,Hanoi,39,16,55,Summer,239,239,241,2
Soho,T Monogram Tote,Metallic,Pebbled Leather,Small,Ho Chi Minh City,32,16,48,Winter,98,78,102,24
San Francisco Centre,Robinson Tote,Red,Coated Canvas,Large,Da Nang,44,14,58,Summer,90,90,58,-32
El Palacio de Hierro (Polanco),Kira Chevron Tote,Multi,Leather,Large,Da Nang,43,16,59,Summer,70,70,44,-26
El Palacio de Hierro (Santa Fe),Gemini Link Tote,Green,Coated Canvas,Large,Shenzhen,35,15,50,Summer,188,188,150,-38
Bal Harbour Shops,Perry Tote,Multi,Leather,Large,Da Nang,43,17,60,Spring,156,187,182,-5
Soho,Ella Tote,Beige,Canvas,Mini,Hanoi,38,16,54,Spring,180,216,177,-39
Pacific Centre,Perry Tote,Yellow,Coated Canvas,Mini,Guangzhou,35,15,50,Fall,59,64,101,37
Rodeo Drive,Kira Chevron Tote,Black,Coated Canvas,Medium,Guangzhou,42,14,56,Spring,248,297,73,-224
Yorkdale Shopping Centre,T Monogram Tote,Multi,Canvas,Large,Da Nang,34,16,50,Summer,106,106,137,31
Pacific Centre,Gemini Link Tote,Green,Coated Canvas,Small,Ho Chi Minh City,39,16,55,Summer,133,133,9,-124
San Francisco Centre,McGraw Tote,White,Leather,Small,Da Nang,37,18,55,Spring,242,290,133,-157
Pacific Centre,Britten Tote,Multi,Leather,Large,Guangzhou,40,18,58,Fall,277,304,246,-58
Yorkdale Shopping Centre,Kira Chevron Tote,Blue,Leather,Small,Guangzhou,34,16,50,Fall,142,156,1,-155
Westfield World Trade Center,Robinson Tote,Multi,Coated Canvas,Mini,Da Nang,48,17,65,Fall,146,160,34,-126
Soho,Ella Tote,Metallic,Pebbled Leather,Mini,Shenzhen,34,15,49,Fall,129,141,49,-92
Madison Avenue,Britten Tote,Blue,Coated Canvas,Mini,Shenzhen,35,15,50,Summer,158,158,123,-35
South Coast Plaza,Robinson Tote,Brown,Jacquard,Mini,Hanoi,49,17,66,Fall,87,95,48,-47
Pacific Centre,Robinson Tote,Green,Canvas,Medium,Ho Chi Minh City,34,14,48,Spring,205,246,11,-235
Aventura Mall,Robinson Tote,Brown,Pebbled Leather,Medium,Shenzhen,34,18,52,Winter,203,162,119,-43
Rodeo Drive,Ella Tote,Pink,Pebbled Leather,Large,Shenzhen,33,17,50,Fall,85,93,98,5
Pacific Centre,McGraw Tote,Green,Jacquard,Small,Hanoi,50,14,64,Winter,161,128,47,-81
Bal Harbour Shops,Perry Tote,Metallic,Pebbled Leather,Large,Shenzhen,47,15,62,Summer,62,62,3,-59
El Palacio de Hierro (Santa Fe),Gemini Link Tote,Pink,Canvas,Medium,Shenzhen,45,15,60,Summer,104,104,143,39
Oak Street,Robinson Tote,Metallic,Canvas,Medium,Da Nang,43,18,61,Winter,194,155,147,-8
Aventura Mall,Gemini Link Tote,Beige,Jacquard,Mini,Ho Chi Minh City,31,14,45,Spring,240,288,0,-288
Westfield World Trade Center,Britten Tote,Blue,Pebbled Leather,Medium,Ho Chi Minh City,45,15,60,Winter,206,164,48,-116
Oak Street,Robinson Tote,Red,Canvas,Large,Da Nang,30,18,48,Winter,243,194,4,-190
Bal Harbour Shops,McGraw Tote,Yellow,Leather,Mini,Da Nang,31,18,49,Winter,92,73,105,32
South Coast Plaza,Ella Tote,Pink,Coated Canvas,Small,Shenzhen,30,18,48,Winter,222,177,107,-70
NorthPark Center,Robinson Tote,Pink,Coated Canvas,Small,Da Nang,33,15,48,Spring,125,150,71,-79
Rodeo Drive,Robinson Tote,Purple,Coated Canvas,Large,Ho Chi Minh City,44,18,62,Winter,107,85,36,-49
Oak Street,Ella Tote,Pink,Coated Canvas,Mini,Shenzhen,35,17,52,Fall,243,267,245,-22
The Galleria,McGraw Tote,White,Pebbled Leather,Medium,Guangzhou,39,16,55,Fall,228,250,17,-233
Aventura Mall,T Monogram Tote,White,Coated Canvas,Large,Hanoi,30,17,47,Spring,147,176,92,-84
NorthPark Center,Britten Tote,Gray,Canvas,Mini,Ho Chi Minh City,30,14,44,Spring,264,316,82,-234
Soho,Kira Chevron Tote,Brown,Leather,Mini,Da Nang,42,16,58,Fall,151,166,80,-86
Westfield World Trade Center,Gemini Link Tote,Red,Pebbled Leather,Mini,Da Nang,30,16,46,Winter,57,45,8,-37
South Coast Plaza,McGraw Tote,White,Pebbled Leather,Mini,Guangzhou,40,14,54,Winter,177,141,20,-121
Aventura Mall,Britten Tote,Pink,Pebbled Leather,Large,Ho Chi Minh City,48,18,66,Winter,145,116,98,-18
San Francisco Centre,T Monogram Tote,Black,Canvas,Mini,Shenzhen,34,17,51,Spring,116,139,152,13
South Coast Plaza,Ella Tote,Yellow,Pebbled Leather,Small,Da Nang,41,17,58,Winter,207,165,100,-65
El Palacio de Hierro (Polanco),Gemini Link Tote,White,Pebbled Leather,Small,Hanoi,32,16,48,Winter,253,202,221,19
Westfield World Trade Center,Kira Chevron Tote,Yellow,Canvas,Medium,Hanoi,30,18,48,Winter,294,235,122,-113
Bal Harbour Shops,Robinson Tote,Yellow,Leather,Small,Hanoi,42,17,59,Spring,124,148,192,44
El Palacio de Hierro (Santa Fe),Ella Tote,Brown,Coated Canvas,Medium,Da Nang,33,16,49,Spring,103,123,43,-80
Oak Street,McGraw Tote,Green,Leather,Medium,Guangzhou,31,14,45,Summer,183,183,45,-138
San Francisco Centre,Ella Tote,Metallic,Canvas,Medium,Shenzhen,42,18,60,Summer,190,190,219,29
El Palacio de Hierro (Polanco),Britten Tote,Pink,Jacquard,Mini,Guangzhou,45,15,60,Fall,77,84,11,-73
South Coast Plaza,Ella Tote,Gray,Pebbled Leather,Mini,Da Nang,41,18,59,Fall,155,170,82,-88
NorthPark Center,T Monogram Tote,Brown,Coated Canvas,Mini,Shenzhen,44,14,58,Summer,259,259,9,-250
The Galleria,Britten Tote,Gray,Jacquard,Large,Da Nang,41,16,57,Fall,198,217,69,-148
El Palacio de Hierro (Santa Fe),Britten Tote,Red,Pebbled Leather,Mini,Shenzhen,37,18,55,Spring,120,144,169,25
San Francisco Centre,Ella Tote,Blue,Pebbled Leather,Mini,Guangzhou,31,14,45,Summer,58,58,62,4
Yorkdale Shopping Centre,Ella Tote,Purple,Jacquard,Large,Hanoi,48,16,64,Winter,67,53,51,-2
The Galleria,T Monogram Tote,Pink,Coated Canvas,Mini,Da Nang,41,15,56,Winter,118,94,37,-57
Rodeo Drive,Kira Chevron Tote,Brown,Leather,Mini,Da Nang,32,16,48,Winter,107,85,17,-68
San Francisco Centre,Britten Tote,Multi,Leather,Small,Shenzhen,47,15,62,Spring,67,80,62,-18
San Francisco Centre,T Monogram Tote,Red,Pebbled Leather,Medium,Da Nang,46,16,62,Fall,89,97,106,9
The Galleria,Perry Tote,Green,Pebbled Leather,Large,Ho Chi Minh City,31,16,47,Summer,58,58,8,-50
Aventura Mall,Perry Tote,Pink,Pebbled Leather,Small,Da Nang,31,14,45,Winter,139,111,148,37
Rodeo Drive,Britten Tote,Green,Coated Canvas,Small,Shenzhen,42,16,58,Winter,177,141,154,13
Westfield World Trade Center,Ella Tote,Purple,Canvas,Medium,Ho Chi Minh City,42,18,60,Summer,186,186,226,40
Rodeo Drive,Perry Tote,Purple,Pebbled Leather,Mini,Da Nang,32,17,49,Summer,256,256,39,-217
San Francisco Centre,Robinson Tote,Purple,Leather,Medium,Shenzhen,37,14,51,Spring,259,310,141,-169
Pacific Centre,Gemini Link Tote,Purple,Coated Canvas,Small,Shenzhen,38,16,54,Spring,172,206,126,-80
South Coast Plaza,Ella Tote,Beige,Canvas,Medium,Hanoi,50,16,66,Fall,234,257,215,-42
Rodeo Drive,T Monogram Tote,Beige,Pebbled Leather,Mini,Ho Chi Minh City,44,16,60,Fall,203,223,87,-136
South Coast Plaza,Robinson Tote,Purple,Leather,Mini,Hanoi,38,16,54,Fall,97,106,77,-29
Madison Avenue,Gemini Link Tote,Blue,Coated Canvas,Medium,Guangzhou,33,15,48,Spring,131,157,206,49
Madison Avenue,T Monogram Tote,Gray,Canvas,Small,Ho Chi Minh City,36,18,54,Summer,53,53,24,-29
Rodeo Drive,Ella Tote,Multi,Leather,Small,Da Nang,31,15,46,Winter,261,208,16,-192
Rodeo Drive,T Monogram Tote,Blue,Pebbled Leather,Medium,Ho Chi Minh City,41,14,55,Summer,272,272,276,4
South Coast Plaza,T Monogram Tote,Beige,Pebbled Leather,Large,Shenzhen,35,17,52,Spring,86,103,55,-48
Pacific Centre,Robinson Tote,Black,Leather,Small,Shenzhen,43,18,61,Summer,149,149,72,-77
El Palacio de Hierro (Santa Fe),Robinson Tote,Black,Coated Canvas,Small,Ho Chi Minh City,32,18,50,Spring,297,356,283,-73
NorthPark Center,McGraw Tote,Yellow,Canvas,Mini,Guangzhou,36,14,50,Fall,131,144,194,50
Aventura Mall,Kira Chevron Tote,Yellow,Canvas,Mini,Ho Chi Minh City,38,14,52,Fall,106,116,43,-73
Aventura Mall,McGraw Tote,Green,Leather,Medium,Hanoi,41,16,57,Summer,282,282,332,50
NorthPark Center,Robinson Tote,Multi,Leather,Mini,Shenzhen,50,14,64,Spring,277,332,55,-277
Westfield World Trade Center,Perry Tote,Brown,Pebbled Leather,Small,Guangzhou,40,18,58,Winter,115,92,97,5
Westfield World Trade Center,Ella Tote,Beige,Coated Canvas,Mini,Hanoi,42,17,59,Fall,172,189,137,-52
South Coast Plaza,Ella Tote,Red,Canvas,Mini,Shenzhen,40,15,55,Fall,274,301,205,-96
Rodeo Drive,T Monogram Tote,Yellow,Coated Canvas,Small,Ho Chi Minh City,47,15,62,Summer,106,106,87,-19
El Palacio de Hierro (Polanco),Kira Chevron Tote,Yellow,Leather,Medium,Hanoi,38,15,53,Spring,191,229,151,-78
Bal Harbour Shops,Perry Tote,Pink,Canvas,Mini,Hanoi,38,15,53,Fall,223,245,33,-212
Madison Avenue,Ella Tote,Purple,Pebbled Leather,Mini,Ho Chi Minh City,39,17,56,Summer,214,214,97,-117
El Palacio de Hierro (Polanco),Kira Chevron Tote,White,Canvas,Mini,Guangzhou,39,17,56,Summer,66,66,10,-56
Aventura Mall,Kira Chevron Tote,Multi,Coated Canvas,Medium,Ho Chi Minh City,35,16,51,Winter,58,46,21,-25
Aventura Mall,Kira Chevron Tote,Red,Jacquard,Medium,Shenzhen,44,15,59,Winter,124,99,136,37
San Francisco Centre,Perry Tote,Purple,Canvas,Medium,Hanoi,37,15,52,Summer,298,298,143,-155
Yorkdale Shopping Centre,Perry Tote,Red,Leather,Medium,Guangzhou,46,18,64,Summer,240,240,258,18
Yorkdale Shopping Centre,Ella Tote,Multi,Pebbled Leather,Mini,Da Nang,34,15,49,Winter,128,102,75,-27
Yorkdale Shopping Centre,Perry Tote,Yellow,Coated Canvas,Small,Guangzhou,49,16,65,Summer,267,267,132,-135
Madison Avenue,Perry Tote,White,Jacquard,Mini,Shenzhen,50,16,66,Summer,242,242,48,-194
Yorkdale Shopping Centre,McGraw Tote,Green,Leather,Medium,Da Nang,36,17,53,Summer,123,123,26,-97
The Galleria,Ella Tote,Yellow,Canvas,Small,Ho Chi Minh City,44,17,61,Winter,138,110,117,7
Yorkdale Shopping Centre,Robinson Tote,Pink,Jacquard,Mini,Shenzhen,44,17,61,Fall,77,84,30,-54
Bal Harbour Shops,Gemini Link Tote,Green,Canvas,Large,Ho Chi Minh City,46,16,62,Summer,156,156,149,-7
Oak Street,Robinson Tote,Gray,Pebbled Leather,Large,Shenzhen,36,18,54,Spring,219,262,284,22
Pacific Centre,Ella Tote,Brown,Canvas,Mini,Hanoi,34,17,51,Summer,290,290,54,-236
Aventura Mall,Perry Tote,Pink,Canvas,Medium,Guangzhou,46,15,61,Spring,259,310,71,-239
South Coast Plaza,Britten Tote,Pink,Canvas,Mini,Guangzhou,41,16,57,Summer,201,201,41,-160
South Coast Plaza,Gemini Link Tote,Beige,Pebbled Leather,Small,Shenzhen,46,14,60,Winter,285,228,8,-220
San Francisco Centre,T Monogram Tote,Beige,Canvas,Mini,Shenzhen,49,18,67,Winter,141,112,87,-25
NorthPark Center,T Monogram Tote,Yellow,Jacquard,Medium,Guangzhou,40,14,54,Summer,284,284,259,-25
Yorkdale Shopping Centre,Robinson Tote,White,Canvas,Large,Da Nang,50,14,64,Fall,233,256,11,-245
Rodeo Drive,Ella Tote,Brown,Canvas,Mini,Guangzhou,37,18,55,Winter,278,222,115,-107
NorthPark Center,Ella Tote,Metallic,Coated Canvas,Mini,Da Nang,37,18,55,Spring,157,188,192,4
Soho,McGraw Tote,Brown,Jacquard,Medium,Shenzhen,50,18,68,Spring,207,248,46,-202
San Francisco Centre,Gemini Link Tote,Beige,Pebbled Leather,Medium,Ho Chi Minh City,41,15,56,Winter,159,127,91,-36
San Francisco Centre,T Monogram Tote,Pink,Pebbled Leather,Medium,Shenzhen,31,17,48,Winter,182,145,131,-14
Soho,Kira Chevron Tote,White,Leather,Small,Hanoi,47,16,63,Spring,221,265,79,-186
Bal Harbour Shops,T Monogram Tote,Pink,Jacquard,Mini,Da Nang,42,14,56,Summer,267,267,276,9
The Galleria,T Monogram Tote,Gray,Jacquard,Small,Hanoi,49,18,67,Spring,200,240,91,-149
NorthPark Center,McGraw Tote,Purple,Pebbled Leather,Mini,Guangzhou,34,18,52,Fall,115,126,10,-116
Madison Avenue,Kira Chevron Tote,Yellow,Leather,Mini,Guangzhou,50,18,68,Winter,247,197,53,-144
El Palacio de Hierro (Polanco),Britten Tote,Pink,Leather,Mini,Guangzhou,35,18,53,Spring,62,74,80,6
The Galleria,Ella Tote,Blue,Leather,Large,Guangzhou,48,14,62,Winter,126,100,21,-79
Pacific Centre,Gemini Link Tote,Pink,Leather,Medium,Guangzhou,34,16,50,Winter,149,119,89,-30
Pacific Centre,McGraw Tote,Pink,Jacquard,Large,Shenzhen,32,15,47,Spring,165,198,210,12
Aventura Mall,T Monogram Tote,Green,Canvas,Large,Ho Chi Minh City,31,16,47,Fall,69,75,19,-56
NorthPark Center,T Monogram Tote,Black,Canvas,Mini,Shenzhen,39,15,54,Fall,122,134,43,-91
Westfield World Trade Center,Kira Chevron Tote,Red,Pebbled Leather,Mini,Da Nang,38,17,55,Fall,151,166,103,-63
The Galleria,Robinson Tote,Gray,Canvas,Small,Hanoi,44,18,62,Winter,286,228,233,5
Yorkdale Shopping Centre,Kira Chevron Tote,Beige,Pebbled Leather,Small,Hanoi,33,18,51,Summer,299,299,176,-123
Bal Harbour Shops,Perry Tote,Pink,Pebbled Leather,Small,Ho Chi Minh City,47,18,65,Winter,289,231,262,31
South Coast Plaza,Perry Tote,Gray,Pebbled Leather,Small,Shenzhen,49,16,65,Summer,244,244,79,-165
El Palacio de Hierro (Santa Fe),Kira Chevron Tote,Pink,Canvas,Mini,Ho Chi Minh City,49,14,63,Summer,261,261,15,-246
South Coast Plaza,Gemini Link Tote,Pink,Pebbled Leather,Mini,Hanoi,30,14,44,Summer,238,238,89,-149
El Palacio de Hierro (Polanco),Britten Tote,Yellow,Canvas,Medium,Hanoi,43,16,59,Winter,147,117,10,-107
El Palacio de Hierro (Polanco),Ella Tote,White,Leather,Medium,Hanoi,49,14,63,Spring,218,261,62,-199
NorthPark Center,Robinson Tote,Red,Pebbled Leather,Small,Guangzhou,43,15,58,Winter,153,122,132,10
Oak Street,Gemini Link Tote,Green,Jacquard,Small,Guangzhou,41,17,58,Fall,164,180,225,45
Soho,McGraw Tote,Gray,Jacquard,Large,Guangzhou,49,16,65,Summer,119,119,113,-6
Bal Harbour Shops,Gemini Link Tote,Multi,Coated Canvas,Mini,Guangzhou,40,14,54,Fall,134,147,60,-87
NorthPark Center,Gemini Link Tote,Purple,Leather,Large,Guangzhou,30,16,46,Spring,288,345,360,15
Soho,Britten Tote,White,Pebbled Leather,Medium,Ho Chi Minh City,37,18,55,Fall,197,216,215,-1
Aventura Mall,Robinson Tote,Purple,Jacquard,Medium,Shenzhen,34,17,51,Summer,139,139,14,-125
Madison Avenue,T Monogram Tote,Metallic,Canvas,Small,Hanoi,34,17,51,Spring,118,141,174,33
Pacific Centre,McGraw Tote,White,Jacquard,Mini,Hanoi,30,18,48,Fall,186,204,223,19
San Francisco Centre,Ella Tote,Beige,Leather,Medium,Hanoi,35,14,49,Summer,109,109,158,49
El Palacio de Hierro (Santa Fe),Britten Tote,Beige,Pebbled Leather,Large,Hanoi,49,18,67,Summer,225,225,59,-166
Oak Street,Perry Tote,Blue,Coated Canvas,Mini,Guangzhou,36,17,53,Winter,137,109,43,-66
San Francisco Centre,Ella Tote,Green,Coated Canvas,Large,Guangzhou,38,15,53,Fall,54,59,13,-46
Rodeo Drive,T Monogram Tote,Yellow,Jacquard,Mini,Hanoi,49,18,67,Summer,276,276,207,-69
Westfield World Trade Center,Gemini Link Tote,Metallic,Jacquard,Small,Hanoi,46,18,64,Summer,289,289,266,-23
Westfield World Trade Center,Kira Chevron Tote,White,Jacquard,Large,Guangzhou,36,17,53,Summer,296,296,53,-243
Pacific Centre,Kira Chevron Tote,Black,Canvas,Mini,Da Nang,32,18,50,Spring,225,270,296,26
Oak Street,Britten Tote,Pink,Leather,Mini,Ho Chi Minh City,38,16,54,Fall,236,259,159,-100
Pacific Centre,T Monogram Tote,Green,Leather,Mini,Guangzhou,40,17,57,Fall,259,284,280,-4
Rodeo Drive,Robinson Tote,Blue,Canvas,Large,Guangzhou,32,14,46,Winter,245,196,242,46
Aventura Mall,Britten Tote,Pink,Jacquard,Small,Ho Chi Minh City,33,16,49,Spring,66,79,111,32
Westfield World Trade Center,T Monogram Tote,Beige,Canvas,Small,Da Nang,36,15,51,Spring,279,334,201,-133
Soho,Gemini Link Tote,Yellow,Leather,Medium,Ho Chi Minh City,42,16,58,Winter,128,102,146,44
Oak Street,Kira Chevron Tote,Blue,Canvas,Medium,Shenzhen,31,15,46,Spring,230,276,326,50
Soho,T Monogram Tote,Black,Jacquard,Large,Da Nang,34,17,51,Winter,242,193,136,-57
NorthPark Center,Britten Tote,Beige,Jacquard,Small,Ho Chi Minh City,34,14,48,Summer,156,156,106,-50
El Palacio de Hierro (Polanco),Gemini Link Tote,Metallic,Canvas,Small,Da Nang,36,14,50,Spring,192,230,68,-162
El Palacio de Hierro (Polanco),Kira Chevron Tote,White,Jacquard,Medium,Da Nang,30,16,46,Spring,142,170,127,-43
South Coast Plaza,T Monogram Tote,Blue,Canvas,Large,Ho Chi Minh City,46,15,61,Fall,126,138,51,-87
Aventura Mall,Kira Chevron Tote,Brown,Canvas,Large,Shenzhen,39,18,57,Fall,203,223,72,-151
Madison Avenue,Perry Tote,Blue,Jacquard,Large,Shenzhen,40,16,56,Spring,123,147,7,-140
